NOMBRE,0-25%,25-50%,50-75%,75-100%
pozo_1_img_102.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_103.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_104.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_105.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_107.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_111.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_126.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_127.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_128.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_129.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_130.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_131.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_132.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_133.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_134.tif,Grueso,Grueso,Grueso,Grueso
pozo_1_img_21.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Grueso
pozo_1_img_32.tif,Grueso,Grueso,Grueso,Granulo o mayor
pozo_1_img_35.tif,Grueso,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_70.tif,Grueso,Grueso,Muy grueso,Muy grueso
pozo_1_img_75.tif,Muy grueso,Muy grueso,Grueso,Grueso
pozo_1_img_90.tif,Muy grueso,Muy grueso,Grueso,Grueso
pozo_1_img_106.tif,Muy grueso,Muy grueso,Muy grueso,Grueso
pozo_1_img_23.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_24.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_25.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_26.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_27.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_28.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_36.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_37.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_38.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_39.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_40.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_1_img_41.tif,Limo,Limo,Limo,Limo
pozo_1_img_42.tif,Limo,Limo,Limo,Limo
pozo_1_img_43.tif,Limo,Limo,Limo,Limo
pozo_1_img_44.tif,Limo,Limo,Limo,Limo
pozo_1_img_45.tif,Limo,Limo,Limo,Limo
pozo_1_img_46.tif,Limo,Limo,Limo,Limo
pozo_1_img_47.tif,Limo,Limo,Limo,Limo
pozo_1_img_48.tif,Limo,Limo,Limo,Limo
pozo_1_img_49.tif,Limo,Limo,Limo,Limo
pozo_1_img_50.tif,Limo,Limo,Limo,Limo
pozo_1_img_51.tif,Limo,Limo,Limo,Limo
pozo_1_img_52.tif,Limo,Limo,Limo,Limo
pozo_1_img_53.tif,Limo,Limo,Limo,Limo
pozo_1_img_54.tif,Limo,Limo,Limo,Limo
pozo_1_img_55.tif,Limo,Limo,Limo,Limo
pozo_1_img_56.tif,Limo,Limo,Limo,Limo
pozo_1_img_57.tif,Limo,Limo,Limo,Limo
pozo_1_img_58.tif,Limo,Limo,Limo,Limo
pozo_1_img_59.tif,Limo,Limo,Limo,Limo
pozo_1_img_60.tif,Limo,Limo,Limo,Limo
pozo_1_img_61.tif,Limo,Limo,Limo,Limo
pozo_1_img_62.tif,Limo,Limo,Limo,Limo
pozo_1_img_117.tif,Limo,Limo,Limo,Limo
pozo_1_img_118.tif,Limo,Limo,Limo,Limo
pozo_1_img_163.tif,Limo,Limo,Limo,Limo
pozo_1_img_164.tif,Limo,Limo,Limo,Limo
pozo_1_img_166.tif,Limo,Limo,Limo,Limo
pozo_1_img_167.tif,Limo,Limo,Limo,Limo
pozo_1_img_171.tif,Limo,Limo,Limo,Limo
pozo_1_img_172.tif,Limo,Limo,Limo,Limo
pozo_1_img_173.tif,Limo,Limo,Limo,Limo
pozo_1_img_168.tif,Limo,Fino,Fino,Limo
pozo_1_img_169.tif,Fino,Fino,Limo,Limo
pozo_1_img_177.tif,Fino,Fino,Muy fino,Limo
pozo_1_img_84.tif,Medio,Limo,Fino,Fino
pozo_1_img_85.tif,Fino,Medio,Medio,Medio
pozo_1_img_63.tif,Limo,Limo,Granulo o mayor,Granulo o mayor
pozo_1_img_137.tif,Limo,Muy fino,Limo,Muy fino
pozo_1_img_159.tif,Muy fino,Muy fino,Limo,Limo
pozo_1_img_160.tif,Limo,Limo,Limo,Muy fino
pozo_1_img_161.tif,Muy fino,Muy fino,Muy fino,Limo
pozo_1_img_162.tif,Muy fino,Muy fino,Limo,Muy fino
pozo_1_img_170.tif,Limo,Muy fino,Muy fino,Muy fino
pozo_1_img_182.tif,Muy fino,Muy fino,Limo,Muy fino
pozo_1_img_158.tif,Muy fino,Limo,Fino,Limo
pozo_1_img_165.tif,Fino,Limo,Limo,Limo
pozo_1_img_179.tif,Limo,Muy fino,Muy fino,Muy fino
pozo_1_img_116.tif,Muy grueso,Limo,Limo,Limo
pozo_1_img_15.tif,Medio,Medio,Medio,Medio
pozo_1_img_16.tif,Medio,Medio,Medio,Medio
pozo_1_img_17.tif,Medio,Medio,Medio,Medio
pozo_1_img_18.tif,Medio,Medio,Medio,Medio
pozo_1_img_19.tif,Medio,Medio,Medio,Medio
pozo_1_img_20.tif,Medio,Medio,Medio,Medio
pozo_1_img_22.tif,Medio,Medio,Medio,Medio
pozo_1_img_30.tif,Medio,Medio,Medio,Medio
pozo_1_img_82.tif,Medio,Medio,Medio,Medio
pozo_1_img_83.tif,Medio,Medio,Medio,Medio
pozo_1_img_92.tif,Medio,Medio,Medio,Medio
pozo_1_img_93.tif,Medio,Medio,Medio,Medio
pozo_1_img_94.tif,Medio,Medio,Medio,Medio
pozo_1_img_95.tif,Medio,Medio,Medio,Medio
pozo_1_img_96.tif,Medio,Medio,Medio,Medio
pozo_1_img_97.tif,Medio,Medio,Medio,Medio
pozo_1_img_98.tif,Medio,Medio,Medio,Medio
pozo_1_img_109.tif,Medio,Medio,Medio,Medio
pozo_1_img_110.tif,Medio,Medio,Medio,Medio
pozo_1_img_142.tif,Medio,Medio,Medio,Medio
pozo_1_img_144.tif,Medio,Medio,Medio,Medio
pozo_1_img_148.tif,Medio,Medio,Medio,Medio
pozo_1_img_149.tif,Medio,Medio,Medio,Medio
pozo_1_img_150.tif,Medio,Medio,Medio,Medio
pozo_1_img_151.tif,Medio,Medio,Medio,Medio
pozo_1_img_152.tif,Medio,Medio,Medio,Medio
pozo_1_img_31.tif,Medio,Medio,Grueso,Grueso
pozo_1_img_81.tif,Muy grueso,Muy grueso,Muy grueso,Grueso
pozo_1_img_99.tif,Medio,Medio,Grueso,Grueso
pozo_1_img_100.tif,Grueso,Medio,Grueso,Grueso
pozo_1_img_108.tif,Grueso,Medio,Medio,Medio
pozo_1_img_64.tif,Granulo o mayor,Granulo o mayor,Medio,Medio
pozo_1_img_2.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_138.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_139.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_174.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_175.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_181.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_183.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_184.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_185.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_186.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_187.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_188.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_1_img_3.tif,Muy fino,Muy fino,Fino,Fino
pozo_1_img_140.tif,Muy fino,Muy fino,Fino,Fino
pozo_1_img_176.tif,Muy fino,Muy fino,Muy fino,Fino
pozo_1_img_146.tif,Medio,Muy fino,Muy fino,Medio
pozo_1_img_147.tif,Medio,Medio,Medio,Medio
pozo_1_img_71.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_72.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_73.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_74.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_78.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_79.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_80.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_89.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_112.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_113.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_114.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_1_img_115.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_178.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_2_img_41.tif,Fino,Fino,Arcilla,Fino
pozo_2_img_42.tif,Fino,Fino,Fino,Fino
pozo_2_img_177.tif,Medio,Medio,Medio,Arcilla
pozo_2_img_40.tif,Fino,Fino,Fino,Fino
pozo_2_img_115.tif,Fino,Fino,Fino,Fino
pozo_2_img_123.tif,Fino,Fino,Fino,Fino
pozo_2_img_124.tif,Fino,Fino,Fino,Fino
pozo_2_img_125.tif,Fino,Fino,Fino,Fino
pozo_2_img_127.tif,Fino,Fino,Fino,Fino
pozo_2_img_170.tif,Fino,Fino,Fino,Fino
pozo_2_img_171.tif,Fino,Fino,Fino,Fino
pozo_2_img_172.tif,Fino,Fino,Fino,Fino
pozo_2_img_173.tif,Fino,Fino,Fino,Fino
pozo_2_img_174.tif,Fino,Fino,Fino,Fino
pozo_2_img_175.tif,Fino,Fino,Fino,Fino
pozo_2_img_176.tif,Fino,Fino,Fino,Fino
pozo_2_img_183.tif,Fino,Fino,Fino,Fino
pozo_2_img_184.tif,Fino,Fino,Fino,Fino
pozo_2_img_185.tif,Fino,Fino,Fino,Fino
pozo_2_img_186.tif,Fino,Fino,Fino,Fino
pozo_2_img_191.tif,Fino,Fino,Fino,Fino
pozo_2_img_195.tif,Fino,Fino,Fino,Fino
pozo_2_img_196.tif,Fino,Fino,Fino,Fino
pozo_2_img_197.tif,Fino,Fino,Fino,Fino
pozo_2_img_198.tif,Fino,Fino,Fino,Fino
pozo_2_img_200.tif,Fino,Fino,no,no
pozo_2_img_216.tif,Fino,Fino,Fino,Fino
pozo_2_img_221.tif,Fino,Fino,no,no
pozo_2_img_43.tif,Fino,Fino,Grueso,Grueso
pozo_2_img_7.tif,Fino,Fino,Medio,Medio
pozo_2_img_98.tif,Medio,Medio,Medio,Fino
pozo_2_img_129.tif,Fino,Fino,Fino,Medio
pozo_2_img_132.tif,Medio,Medio,Fino,Fino
pozo_2_img_169.tif,Fino,Fino,Fino,Fino
pozo_2_img_190.tif,Medio,Fino,Fino,Fino
pozo_2_img_220.tif,Medio,Medio,Fino,Fino
pozo_2_img_12.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_18.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_46.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_47.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_48.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_49.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_50.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_51.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_52.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_53.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_54.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_55.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_56.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_60.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_61.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_62.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_63.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_64.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_65.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_66.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_67.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_68.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_69.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_74.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_78.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_79.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_105.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_106.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_107.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_108.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_133.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_137.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_147.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_148.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_149.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_152.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_153.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_154.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_155.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_156.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_159.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_160.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_161.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_162.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_163.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_164.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_165.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_166.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_167.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_168.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_17.tif,Muy grueso,Muy grueso,Grueso,Grueso
pozo_2_img_70.tif,Grueso,Grueso,Muy grueso,Muy grueso
pozo_2_img_73.tif,Muy grueso,Muy grueso,Grueso,Grueso
pozo_2_img_75.tif,Grueso,Grueso,Muy grueso,Muy grueso
pozo_2_img_77.tif,Muy grueso,Grueso,Grueso,Grueso
pozo_2_img_112.tif,Grueso,Grueso,Grueso,Medio
pozo_2_img_135.tif,Grueso,Grueso,Muy grueso,Muy grueso
pozo_2_img_24.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_25.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_26.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_27.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_28.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_29.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_30.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_31.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_32.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_33.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_34.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_35.tif,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_2_img_3.tif,Limo,Limo,Limo,Limo
pozo_2_img_4.tif,Limo,Limo,Limo,Limo
pozo_2_img_5.tif,Limo,Limo,Limo,Limo
pozo_2_img_6.tif,Limo,Limo,Limo,Limo
pozo_2_img_37.tif,Limo,Limo,no,no
pozo_2_img_179.tif,Limo,Limo,Limo,Limo
pozo_2_img_180.tif,Limo,Limo,Limo,Limo
pozo_2_img_181.tif,Limo,Limo,Limo,Limo
pozo_2_img_39.tif,Limo,Limo,Limo,Fino
pozo_2_img_187.tif,Fino,Fino,Fino,Limo
pozo_2_img_211.tif,Fino,Limo,Limo,Limo
pozo_2_img_188.tif,Fino,Medio,Medio,Medio
pozo_2_img_36.tif,Granulo o mayor,Granulo o mayor,Limo,Limo
pozo_2_img_38.tif,Limo,Granulo o mayor,Limo,Limo
pozo_2_img_201.tif,Medio,Medio,Medio,Limo
pozo_2_img_182.tif,Limo,Limo,Limo,Muy fino
pozo_2_img_193.tif,Limo,Limo,Limo,Limo
pozo_2_img_212.tif,Limo,Muy fino,Muy fino,Muy fino
pozo_2_img_192.tif,Fino,Muy fino,Muy fino,Muy fino
pozo_2_img_194.tif,Muy fino,Muy fino,Muy fino,Fino
pozo_2_img_8.tif,Medio,Medio,Medio,Medio
pozo_2_img_9.tif,Medio,Medio,Medio,Medio
pozo_2_img_10.tif,Medio,Medio,Medio,Medio
pozo_2_img_45.tif,Medio,Medio,Medio,Medio
pozo_2_img_57.tif,Medio,Medio,Medio,Medio
pozo_2_img_58.tif,Medio,Medio,Medio,Medio
pozo_2_img_59.tif,Medio,Medio,Medio,Medio
pozo_2_img_87.tif,Medio,Medio,Medio,Medio
pozo_2_img_88.tif,Medio,Medio,Medio,Medio
pozo_2_img_89.tif,Medio,Medio,Medio,Medio
pozo_2_img_90.tif,Medio,Medio,Medio,Medio
pozo_2_img_91.tif,Medio,Medio,Medio,Medio
pozo_2_img_92.tif,Medio,Medio,Medio,Medio
pozo_2_img_93.tif,Medio,Medio,Medio,Medio
pozo_2_img_94.tif,Medio,Medio,Medio,Medio
pozo_2_img_95.tif,Medio,Medio,Medio,Medio
pozo_2_img_96.tif,Medio,Medio,Medio,Medio
pozo_2_img_97.tif,Medio,Medio,Medio,Medio
pozo_2_img_99.tif,Medio,Medio,Medio,Medio
pozo_2_img_100.tif,Medio,Medio,Medio,Medio
pozo_2_img_101.tif,Medio,Medio,Medio,Medio
pozo_2_img_102.tif,Medio,Medio,Medio,Medio
pozo_2_img_103.tif,Medio,Medio,Medio,Medio
pozo_2_img_104.tif,Medio,Medio,Medio,Medio
pozo_2_img_109.tif,Medio,Medio,Medio,Medio
pozo_2_img_110.tif,Medio,Medio,Medio,Medio
pozo_2_img_111.tif,Medio,Medio,Medio,Medio
pozo_2_img_113.tif,Medio,Medio,Medio,Medio
pozo_2_img_116.tif,Medio,Medio,Medio,Medio
pozo_2_img_117.tif,Medio,Medio,Medio,Medio
pozo_2_img_118.tif,Medio,Medio,Medio,Medio
pozo_2_img_120.tif,Medio,Medio,Medio,Medio
pozo_2_img_121.tif,Medio,Medio,Medio,Medio
pozo_2_img_122.tif,Medio,Medio,Medio,Medio
pozo_2_img_126.tif,Medio,Medio,Medio,Medio
pozo_2_img_128.tif,Medio,Medio,Medio,Medio
pozo_2_img_130.tif,Medio,Medio,Medio,Medio
pozo_2_img_131.tif,Medio,Medio,Medio,Medio
pozo_2_img_145.tif,Medio,Medio,Medio,Medio
pozo_2_img_146.tif,Medio,Medio,Medio,Medio
pozo_2_img_157.tif,Medio,Medio,Medio,Medio
pozo_2_img_158.tif,Medio,Medio,Medio,Medio
pozo_2_img_189.tif,Medio,Medio,Medio,Medio
pozo_2_img_11.tif,Medio,Medio,Grueso,Grueso
pozo_2_img_44.tif,Grueso,Grueso,Medio,Medio
pozo_2_img_81.tif,Grueso,Grueso,Medio,Medio
pozo_2_img_82.tif,Medio,Medio,Grueso,Grueso
pozo_2_img_114.tif,Medio,Medio,Grueso,Grueso
pozo_2_img_138.tif,Grueso,Grueso,Medio,Medio
pozo_2_img_139.tif,Medio,Grueso,Grueso,Grueso
pozo_2_img_144.tif,Grueso,Grueso,Grueso,Medio
pozo_2_img_150.tif,Grueso,Grueso,Grueso,Medio
pozo_2_img_151.tif,Medio,Grueso,Grueso,Grueso
pozo_2_img_86.tif,Grueso,Medio,Medio,Medio
pozo_2_img_119.tif,Muy grueso,Medio,Medio,Medio
pozo_2_img_134.tif,Muy grueso,Muy grueso,Muy grueso,Medio
pozo_2_img_142.tif,Medio,Medio,Grueso,Grueso
pozo_2_img_143.tif,Grueso,Grueso,Grueso,Grueso
pozo_2_img_1.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_2.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_202.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_203.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_204.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_205.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_206.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_207.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_208.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_209.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_210.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_213.tif,Fino,Fino,Fino,Fino
pozo_2_img_214.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_215.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_217.tif,Muy fino,Muy fino,Muy fino,Muy fino
pozo_2_img_199.tif,Muy fino,Muy fino,Fino,Fino
pozo_2_img_218.tif,Muy fino,Muy fino,Muy fino,Fino
pozo_2_img_219.tif,Medio,Muy fino,Fino,Fino
pozo_2_img_13.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_14.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_15.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_16.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_19.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_20.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_21.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_22.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_71.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_72.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_76.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_80.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_83.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_84.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_85.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_136.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_140.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_141.tif,Muy grueso,Muy grueso,Muy grueso,Muy grueso
pozo_2_img_23.tif,Muy grueso,Granulo o mayor,Granulo o mayor,Granulo o mayor
pozo_3_img_74.tif,Fino,Fino,Fino,Arcilla
pozo_3_img_231.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_232.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_233.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_234.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_235.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_236.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_237.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_238.tif,Arcilla,Arcilla,Arcilla,Arcilla
pozo_3_img_239.tif,Arcilla,Arcilla,Arcilla,Arcilla
