Patch,Etiqueta
pozo_1_img_122_patch_3.png,Fino
pozo_1_img_122_patch_4.png,Fino
pozo_1_img_145_patch_1.png,Fino
pozo_1_img_145_patch_2.png,Fino
pozo_1_img_145_patch_3.png,Fino
pozo_1_img_145_patch_4.png,Fino
pozo_1_img_153_patch_1.png,Fino
pozo_1_img_153_patch_2.png,Fino
pozo_1_img_153_patch_3.png,Fino
pozo_1_img_153_patch_4.png,Fino
pozo_1_img_154_patch_1.png,Fino
pozo_1_img_154_patch_2.png,Fino
pozo_1_img_154_patch_3.png,Fino
pozo_1_img_154_patch_4.png,Fino
pozo_1_img_155_patch_1.png,Fino
pozo_1_img_155_patch_2.png,Fino
pozo_1_img_155_patch_3.png,Fino
pozo_1_img_155_patch_4.png,Fino
pozo_1_img_178_patch_1.png,Fino
pozo_1_img_178_patch_2.png,Fino
pozo_1_img_178_patch_3.png,Fino
pozo_1_img_178_patch_4.png,Fino
pozo_1_img_180_patch_1.png,Fino
pozo_1_img_180_patch_2.png,Fino
pozo_1_img_180_patch_3.png,Fino
pozo_1_img_180_patch_4.png,Fino
pozo_1_img_33_patch_1.png,Granulo o mayor
pozo_1_img_33_patch_2.png,Granulo o mayor
pozo_1_img_33_patch_3.png,Granulo o mayor
pozo_1_img_33_patch_4.png,Fino
pozo_1_img_141_patch_1.png,Fino
pozo_1_img_141_patch_2.png,Fino
pozo_1_img_141_patch_3.png,Medio
pozo_1_img_141_patch_4.png,Medio
pozo_1_img_156_patch_1.png,Medio
pozo_1_img_156_patch_2.png,Fino
pozo_1_img_156_patch_3.png,Fino
pozo_1_img_156_patch_4.png,Fino
pozo_1_img_157_patch_1.png,Medio
pozo_1_img_157_patch_2.png,Fino
pozo_1_img_157_patch_3.png,Medio
pozo_1_img_157_patch_4.png,Fino
pozo_1_img_143_patch_1.png,Fino
pozo_1_img_143_patch_2.png,Muy fino
pozo_1_img_143_patch_3.png,Medio
pozo_1_img_143_patch_4.png,Medio
pozo_1_img_29_patch_1.png,Grueso
pozo_1_img_29_patch_2.png,Grueso
pozo_1_img_29_patch_3.png,Grueso
pozo_1_img_29_patch_4.png,Grueso
pozo_1_img_34_patch_1.png,Grueso
pozo_1_img_34_patch_2.png,Grueso
pozo_1_img_34_patch_3.png,Grueso
pozo_1_img_34_patch_4.png,Grueso
pozo_1_img_66_patch_1.png,Grueso
pozo_1_img_66_patch_2.png,Grueso
pozo_1_img_66_patch_3.png,Grueso
pozo_1_img_66_patch_4.png,Grueso
pozo_1_img_67_patch_1.png,Grueso
pozo_1_img_67_patch_2.png,Grueso
pozo_1_img_67_patch_3.png,Grueso
pozo_1_img_67_patch_4.png,Grueso
pozo_1_img_68_patch_1.png,Grueso
pozo_1_img_68_patch_2.png,Grueso
pozo_1_img_68_patch_3.png,Grueso
pozo_1_img_68_patch_4.png,Grueso
pozo_1_img_69_patch_1.png,Grueso
pozo_1_img_69_patch_2.png,Grueso
pozo_1_img_69_patch_3.png,Grueso
pozo_1_img_69_patch_4.png,Grueso
pozo_1_img_76_patch_1.png,Grueso
pozo_1_img_76_patch_2.png,Grueso
pozo_1_img_76_patch_3.png,Grueso
pozo_1_img_76_patch_4.png,Grueso
pozo_1_img_77_patch_1.png,Grueso
pozo_1_img_77_patch_2.png,Grueso
pozo_1_img_77_patch_3.png,Grueso
pozo_1_img_77_patch_4.png,Grueso
pozo_1_img_86_patch_1.png,Grueso
pozo_1_img_86_patch_2.png,Grueso
pozo_1_img_86_patch_3.png,Grueso
pozo_1_img_86_patch_4.png,Grueso
pozo_1_img_87_patch_1.png,Grueso
pozo_1_img_87_patch_2.png,Grueso
pozo_1_img_87_patch_3.png,Grueso
pozo_1_img_87_patch_4.png,Grueso
pozo_1_img_88_patch_1.png,Grueso
pozo_1_img_88_patch_2.png,Grueso
pozo_1_img_88_patch_3.png,Grueso
pozo_1_img_88_patch_4.png,Grueso
pozo_1_img_91_patch_1.png,Grueso
pozo_1_img_91_patch_2.png,Grueso
pozo_1_img_91_patch_3.png,Grueso
pozo_1_img_91_patch_4.png,Grueso
pozo_1_img_101_patch_1.png,Grueso
pozo_1_img_101_patch_2.png,Grueso
pozo_1_img_101_patch_3.png,Grueso
pozo_1_img_101_patch_4.png,Grueso
pozo_1_img_102_patch_1.png,Grueso
pozo_1_img_102_patch_2.png,Grueso
pozo_1_img_102_patch_3.png,Grueso
pozo_1_img_102_patch_4.png,Grueso
pozo_1_img_103_patch_1.png,Grueso
pozo_1_img_103_patch_2.png,Grueso
pozo_1_img_103_patch_3.png,Grueso
pozo_1_img_103_patch_4.png,Grueso
pozo_1_img_104_patch_1.png,Grueso
pozo_1_img_104_patch_2.png,Grueso
pozo_1_img_104_patch_3.png,Grueso
pozo_1_img_104_patch_4.png,Grueso
pozo_1_img_105_patch_1.png,Grueso
pozo_1_img_105_patch_2.png,Grueso
pozo_1_img_105_patch_3.png,Grueso
pozo_1_img_105_patch_4.png,Grueso
pozo_1_img_107_patch_1.png,Grueso
pozo_1_img_107_patch_2.png,Grueso
pozo_1_img_107_patch_3.png,Grueso
pozo_1_img_107_patch_4.png,Grueso
pozo_1_img_111_patch_1.png,Grueso
pozo_1_img_111_patch_2.png,Grueso
pozo_1_img_111_patch_3.png,Grueso
pozo_1_img_111_patch_4.png,Grueso
pozo_1_img_126_patch_1.png,Grueso
pozo_1_img_126_patch_2.png,Grueso
pozo_1_img_126_patch_3.png,Grueso
pozo_1_img_126_patch_4.png,Grueso
pozo_1_img_127_patch_1.png,Grueso
pozo_1_img_127_patch_2.png,Grueso
pozo_1_img_127_patch_3.png,Grueso
pozo_1_img_127_patch_4.png,Grueso
pozo_1_img_128_patch_1.png,Grueso
pozo_1_img_128_patch_2.png,Grueso
pozo_1_img_128_patch_3.png,Grueso
pozo_1_img_128_patch_4.png,Grueso
pozo_1_img_129_patch_1.png,Grueso
pozo_1_img_129_patch_2.png,Grueso
pozo_1_img_129_patch_3.png,Grueso
pozo_1_img_129_patch_4.png,Grueso
pozo_1_img_130_patch_1.png,Grueso
pozo_1_img_130_patch_2.png,Grueso
pozo_1_img_130_patch_3.png,Grueso
pozo_1_img_130_patch_4.png,Grueso
pozo_1_img_131_patch_1.png,Grueso
pozo_1_img_131_patch_2.png,Grueso
pozo_1_img_131_patch_3.png,Grueso
pozo_1_img_131_patch_4.png,Grueso
pozo_1_img_132_patch_1.png,Grueso
pozo_1_img_132_patch_2.png,Grueso
pozo_1_img_132_patch_3.png,Grueso
pozo_1_img_132_patch_4.png,Grueso
pozo_1_img_133_patch_1.png,Grueso
pozo_1_img_133_patch_2.png,Grueso
pozo_1_img_133_patch_3.png,Grueso
pozo_1_img_133_patch_4.png,Grueso
pozo_1_img_134_patch_1.png,Grueso
pozo_1_img_134_patch_2.png,Grueso
pozo_1_img_134_patch_3.png,Grueso
pozo_1_img_134_patch_4.png,Grueso
pozo_1_img_21_patch_1.png,Granulo o mayor
pozo_1_img_21_patch_2.png,Granulo o mayor
pozo_1_img_21_patch_3.png,Granulo o mayor
pozo_1_img_21_patch_4.png,Grueso
pozo_1_img_32_patch_1.png,Grueso
pozo_1_img_32_patch_2.png,Grueso
pozo_1_img_32_patch_3.png,Grueso
pozo_1_img_32_patch_4.png,Granulo o mayor
pozo_1_img_35_patch_1.png,Grueso
pozo_1_img_35_patch_2.png,Granulo o mayor
pozo_1_img_35_patch_3.png,Granulo o mayor
pozo_1_img_35_patch_4.png,Granulo o mayor
pozo_1_img_70_patch_1.png,Grueso
pozo_1_img_70_patch_2.png,Grueso
pozo_1_img_70_patch_3.png,Muy grueso
pozo_1_img_70_patch_4.png,Muy grueso
pozo_1_img_75_patch_1.png,Muy grueso
pozo_1_img_75_patch_2.png,Muy grueso
pozo_1_img_75_patch_3.png,Grueso
pozo_1_img_75_patch_4.png,Grueso
pozo_1_img_90_patch_1.png,Muy grueso
pozo_1_img_90_patch_2.png,Muy grueso
pozo_1_img_90_patch_3.png,Grueso
pozo_1_img_90_patch_4.png,Grueso
pozo_1_img_106_patch_1.png,Muy grueso
pozo_1_img_106_patch_2.png,Muy grueso
pozo_1_img_106_patch_3.png,Muy grueso
pozo_1_img_106_patch_4.png,Grueso
pozo_1_img_23_patch_1.png,Granulo o mayor
pozo_1_img_23_patch_2.png,Granulo o mayor
pozo_1_img_23_patch_3.png,Granulo o mayor
pozo_1_img_23_patch_4.png,Granulo o mayor
pozo_1_img_24_patch_1.png,Granulo o mayor
pozo_1_img_24_patch_2.png,Granulo o mayor
pozo_1_img_24_patch_3.png,Granulo o mayor
pozo_1_img_24_patch_4.png,Granulo o mayor
pozo_1_img_25_patch_1.png,Granulo o mayor
pozo_1_img_25_patch_2.png,Granulo o mayor
pozo_1_img_25_patch_3.png,Granulo o mayor
pozo_1_img_25_patch_4.png,Granulo o mayor
pozo_1_img_26_patch_1.png,Granulo o mayor
pozo_1_img_26_patch_2.png,Granulo o mayor
pozo_1_img_26_patch_3.png,Granulo o mayor
pozo_1_img_26_patch_4.png,Granulo o mayor
pozo_1_img_27_patch_1.png,Granulo o mayor
pozo_1_img_27_patch_2.png,Granulo o mayor
pozo_1_img_27_patch_3.png,Granulo o mayor
pozo_1_img_27_patch_4.png,Granulo o mayor
pozo_1_img_28_patch_1.png,Granulo o mayor
pozo_1_img_28_patch_2.png,Granulo o mayor
pozo_1_img_28_patch_3.png,Granulo o mayor
pozo_1_img_28_patch_4.png,Granulo o mayor
pozo_1_img_36_patch_1.png,Granulo o mayor
pozo_1_img_36_patch_2.png,Granulo o mayor
pozo_1_img_36_patch_3.png,Granulo o mayor
pozo_1_img_36_patch_4.png,Granulo o mayor
pozo_1_img_37_patch_1.png,Granulo o mayor
pozo_1_img_37_patch_2.png,Granulo o mayor
pozo_1_img_37_patch_3.png,Granulo o mayor
pozo_1_img_37_patch_4.png,Granulo o mayor
pozo_1_img_38_patch_1.png,Granulo o mayor
pozo_1_img_38_patch_2.png,Granulo o mayor
pozo_1_img_38_patch_3.png,Granulo o mayor
pozo_1_img_38_patch_4.png,Granulo o mayor
pozo_1_img_39_patch_1.png,Granulo o mayor
pozo_1_img_39_patch_2.png,Granulo o mayor
pozo_1_img_39_patch_3.png,Granulo o mayor
pozo_1_img_39_patch_4.png,Granulo o mayor
pozo_1_img_40_patch_1.png,Granulo o mayor
pozo_1_img_40_patch_2.png,Granulo o mayor
pozo_1_img_40_patch_3.png,Granulo o mayor
pozo_1_img_40_patch_4.png,Granulo o mayor
pozo_1_img_41_patch_1.png,Limo
pozo_1_img_41_patch_2.png,Limo
pozo_1_img_41_patch_3.png,Limo
pozo_1_img_41_patch_4.png,Limo
pozo_1_img_42_patch_1.png,Limo
pozo_1_img_42_patch_2.png,Limo
pozo_1_img_42_patch_3.png,Limo
pozo_1_img_42_patch_4.png,Limo
pozo_1_img_43_patch_1.png,Limo
pozo_1_img_43_patch_2.png,Limo
pozo_1_img_43_patch_3.png,Limo
pozo_1_img_43_patch_4.png,Limo
pozo_1_img_44_patch_1.png,Limo
pozo_1_img_44_patch_2.png,Limo
pozo_1_img_44_patch_3.png,Limo
pozo_1_img_44_patch_4.png,Limo
pozo_1_img_45_patch_1.png,Limo
pozo_1_img_45_patch_2.png,Limo
pozo_1_img_45_patch_3.png,Limo
pozo_1_img_45_patch_4.png,Limo
pozo_1_img_46_patch_1.png,Limo
pozo_1_img_46_patch_2.png,Limo
pozo_1_img_46_patch_3.png,Limo
pozo_1_img_46_patch_4.png,Limo
pozo_1_img_47_patch_1.png,Limo
pozo_1_img_47_patch_2.png,Limo
pozo_1_img_47_patch_3.png,Limo
pozo_1_img_47_patch_4.png,Limo
pozo_1_img_48_patch_1.png,Limo
pozo_1_img_48_patch_2.png,Limo
pozo_1_img_48_patch_3.png,Limo
pozo_1_img_48_patch_4.png,Limo
pozo_1_img_49_patch_1.png,Limo
pozo_1_img_49_patch_2.png,Limo
pozo_1_img_49_patch_3.png,Limo
pozo_1_img_49_patch_4.png,Limo
pozo_1_img_50_patch_1.png,Limo
pozo_1_img_50_patch_2.png,Limo
pozo_1_img_50_patch_3.png,Limo
pozo_1_img_50_patch_4.png,Limo
pozo_1_img_51_patch_1.png,Limo
pozo_1_img_51_patch_2.png,Limo
pozo_1_img_51_patch_3.png,Limo
pozo_1_img_51_patch_4.png,Limo
pozo_1_img_52_patch_1.png,Limo
pozo_1_img_52_patch_2.png,Limo
pozo_1_img_52_patch_3.png,Limo
pozo_1_img_52_patch_4.png,Limo
pozo_1_img_53_patch_1.png,Limo
pozo_1_img_53_patch_2.png,Limo
pozo_1_img_53_patch_3.png,Limo
pozo_1_img_53_patch_4.png,Limo
pozo_1_img_54_patch_1.png,Limo
pozo_1_img_54_patch_2.png,Limo
pozo_1_img_54_patch_3.png,Limo
pozo_1_img_54_patch_4.png,Limo
pozo_1_img_55_patch_1.png,Limo
pozo_1_img_55_patch_2.png,Limo
pozo_1_img_55_patch_3.png,Limo
pozo_1_img_55_patch_4.png,Limo
pozo_1_img_56_patch_1.png,Limo
pozo_1_img_56_patch_2.png,Limo
pozo_1_img_56_patch_3.png,Limo
pozo_1_img_56_patch_4.png,Limo
pozo_1_img_57_patch_1.png,Limo
pozo_1_img_57_patch_2.png,Limo
pozo_1_img_57_patch_3.png,Limo
pozo_1_img_57_patch_4.png,Limo
pozo_1_img_58_patch_1.png,Limo
pozo_1_img_58_patch_2.png,Limo
pozo_1_img_58_patch_3.png,Limo
pozo_1_img_58_patch_4.png,Limo
pozo_1_img_59_patch_1.png,Limo
pozo_1_img_59_patch_2.png,Limo
pozo_1_img_59_patch_3.png,Limo
pozo_1_img_59_patch_4.png,Limo
pozo_1_img_60_patch_1.png,Limo
pozo_1_img_60_patch_2.png,Limo
pozo_1_img_60_patch_3.png,Limo
pozo_1_img_60_patch_4.png,Limo
pozo_1_img_61_patch_1.png,Limo
pozo_1_img_61_patch_2.png,Limo
pozo_1_img_61_patch_3.png,Limo
pozo_1_img_61_patch_4.png,Limo
pozo_1_img_62_patch_1.png,Limo
pozo_1_img_62_patch_2.png,Limo
pozo_1_img_62_patch_3.png,Limo
pozo_1_img_62_patch_4.png,Limo
pozo_1_img_117_patch_1.png,Limo
pozo_1_img_117_patch_2.png,Limo
pozo_1_img_117_patch_3.png,Limo
pozo_1_img_117_patch_4.png,Limo
pozo_1_img_118_patch_1.png,Limo
pozo_1_img_118_patch_2.png,Limo
pozo_1_img_118_patch_3.png,Limo
pozo_1_img_118_patch_4.png,Limo
pozo_1_img_163_patch_1.png,Limo
pozo_1_img_163_patch_2.png,Limo
pozo_1_img_163_patch_3.png,Limo
pozo_1_img_163_patch_4.png,Limo
pozo_1_img_164_patch_1.png,Limo
pozo_1_img_164_patch_2.png,Limo
pozo_1_img_164_patch_3.png,Limo
pozo_1_img_164_patch_4.png,Limo
pozo_1_img_166_patch_1.png,Limo
pozo_1_img_166_patch_2.png,Limo
pozo_1_img_166_patch_3.png,Limo
pozo_1_img_166_patch_4.png,Limo
pozo_1_img_167_patch_1.png,Limo
pozo_1_img_167_patch_2.png,Limo
pozo_1_img_167_patch_3.png,Limo
pozo_1_img_167_patch_4.png,Limo
pozo_1_img_171_patch_1.png,Limo
pozo_1_img_171_patch_2.png,Limo
pozo_1_img_171_patch_3.png,Limo
pozo_1_img_171_patch_4.png,Limo
pozo_1_img_172_patch_1.png,Limo
pozo_1_img_172_patch_2.png,Limo
pozo_1_img_172_patch_3.png,Limo
pozo_1_img_172_patch_4.png,Limo
pozo_1_img_173_patch_1.png,Limo
pozo_1_img_173_patch_2.png,Limo
pozo_1_img_173_patch_3.png,Limo
pozo_1_img_173_patch_4.png,Limo
pozo_1_img_168_patch_1.png,Limo
pozo_1_img_168_patch_2.png,Fino
pozo_1_img_168_patch_3.png,Fino
pozo_1_img_168_patch_4.png,Limo
pozo_1_img_169_patch_1.png,Fino
pozo_1_img_169_patch_2.png,Fino
pozo_1_img_169_patch_3.png,Limo
pozo_1_img_169_patch_4.png,Limo
pozo_1_img_177_patch_1.png,Fino
pozo_1_img_177_patch_2.png,Fino
pozo_1_img_177_patch_3.png,Muy fino
pozo_1_img_177_patch_4.png,Limo
pozo_1_img_84_patch_1.png,Medio
pozo_1_img_84_patch_2.png,Limo
pozo_1_img_84_patch_3.png,Fino
pozo_1_img_84_patch_4.png,Fino
pozo_1_img_85_patch_1.png,Fino
pozo_1_img_85_patch_2.png,Medio
pozo_1_img_85_patch_3.png,Medio
pozo_1_img_85_patch_4.png,Medio
pozo_1_img_63_patch_1.png,Limo
pozo_1_img_63_patch_2.png,Limo
pozo_1_img_63_patch_3.png,Granulo o mayor
pozo_1_img_63_patch_4.png,Granulo o mayor
pozo_1_img_137_patch_1.png,Limo
pozo_1_img_137_patch_2.png,Muy fino
pozo_1_img_137_patch_3.png,Limo
pozo_1_img_137_patch_4.png,Muy fino
pozo_1_img_159_patch_1.png,Muy fino
pozo_1_img_159_patch_2.png,Muy fino
pozo_1_img_159_patch_3.png,Limo
pozo_1_img_159_patch_4.png,Limo
pozo_1_img_160_patch_1.png,Limo
pozo_1_img_160_patch_2.png,Limo
pozo_1_img_160_patch_3.png,Limo
pozo_1_img_160_patch_4.png,Muy fino
pozo_1_img_161_patch_1.png,Muy fino
pozo_1_img_161_patch_2.png,Muy fino
pozo_1_img_161_patch_3.png,Muy fino
pozo_1_img_161_patch_4.png,Limo
pozo_1_img_162_patch_1.png,Muy fino
pozo_1_img_162_patch_2.png,Muy fino
pozo_1_img_162_patch_3.png,Limo
pozo_1_img_162_patch_4.png,Muy fino
pozo_1_img_170_patch_1.png,Limo
pozo_1_img_170_patch_2.png,Muy fino
pozo_1_img_170_patch_3.png,Muy fino
pozo_1_img_170_patch_4.png,Muy fino
pozo_1_img_182_patch_1.png,Muy fino
pozo_1_img_182_patch_2.png,Muy fino
pozo_1_img_182_patch_3.png,Limo
pozo_1_img_182_patch_4.png,Muy fino
pozo_1_img_158_patch_1.png,Muy fino
pozo_1_img_158_patch_2.png,Limo
pozo_1_img_158_patch_3.png,Fino
pozo_1_img_158_patch_4.png,Limo
pozo_1_img_165_patch_1.png,Fino
pozo_1_img_165_patch_2.png,Limo
pozo_1_img_165_patch_3.png,Limo
pozo_1_img_165_patch_4.png,Limo
pozo_1_img_179_patch_1.png,Limo
pozo_1_img_179_patch_2.png,Muy fino
pozo_1_img_179_patch_3.png,Muy fino
pozo_1_img_179_patch_4.png,Muy fino
pozo_1_img_116_patch_1.png,Muy grueso
pozo_1_img_116_patch_2.png,Limo
pozo_1_img_116_patch_3.png,Limo
pozo_1_img_116_patch_4.png,Limo
pozo_1_img_15_patch_1.png,Medio
pozo_1_img_15_patch_2.png,Medio
pozo_1_img_15_patch_3.png,Medio
pozo_1_img_15_patch_4.png,Medio
pozo_1_img_16_patch_1.png,Medio
pozo_1_img_16_patch_2.png,Medio
pozo_1_img_16_patch_3.png,Medio
pozo_1_img_16_patch_4.png,Medio
pozo_1_img_17_patch_1.png,Medio
pozo_1_img_17_patch_2.png,Medio
pozo_1_img_17_patch_3.png,Medio
pozo_1_img_17_patch_4.png,Medio
pozo_1_img_18_patch_1.png,Medio
pozo_1_img_18_patch_2.png,Medio
pozo_1_img_18_patch_3.png,Medio
pozo_1_img_18_patch_4.png,Medio
pozo_1_img_19_patch_1.png,Medio
pozo_1_img_19_patch_2.png,Medio
pozo_1_img_19_patch_3.png,Medio
pozo_1_img_19_patch_4.png,Medio
pozo_1_img_20_patch_1.png,Medio
pozo_1_img_20_patch_2.png,Medio
pozo_1_img_20_patch_3.png,Medio
pozo_1_img_20_patch_4.png,Medio
pozo_1_img_22_patch_1.png,Medio
pozo_1_img_22_patch_2.png,Medio
pozo_1_img_22_patch_3.png,Medio
pozo_1_img_22_patch_4.png,Medio
pozo_1_img_30_patch_1.png,Medio
pozo_1_img_30_patch_2.png,Medio
pozo_1_img_30_patch_3.png,Medio
pozo_1_img_30_patch_4.png,Medio
pozo_1_img_82_patch_1.png,Medio
pozo_1_img_82_patch_2.png,Medio
pozo_1_img_82_patch_3.png,Medio
pozo_1_img_82_patch_4.png,Medio
pozo_1_img_83_patch_1.png,Medio
pozo_1_img_83_patch_2.png,Medio
pozo_1_img_83_patch_3.png,Medio
pozo_1_img_83_patch_4.png,Medio
pozo_1_img_92_patch_1.png,Medio
pozo_1_img_92_patch_2.png,Medio
pozo_1_img_92_patch_3.png,Medio
pozo_1_img_92_patch_4.png,Medio
pozo_1_img_93_patch_1.png,Medio
pozo_1_img_93_patch_2.png,Medio
pozo_1_img_93_patch_3.png,Medio
pozo_1_img_93_patch_4.png,Medio
pozo_1_img_94_patch_1.png,Medio
pozo_1_img_94_patch_2.png,Medio
pozo_1_img_94_patch_3.png,Medio
pozo_1_img_94_patch_4.png,Medio
pozo_1_img_95_patch_1.png,Medio
pozo_1_img_95_patch_2.png,Medio
pozo_1_img_95_patch_3.png,Medio
pozo_1_img_95_patch_4.png,Medio
pozo_1_img_96_patch_1.png,Medio
pozo_1_img_96_patch_2.png,Medio
pozo_1_img_96_patch_3.png,Medio
pozo_1_img_96_patch_4.png,Medio
pozo_1_img_97_patch_1.png,Medio
pozo_1_img_97_patch_2.png,Medio
pozo_1_img_97_patch_3.png,Medio
pozo_1_img_97_patch_4.png,Medio
pozo_1_img_98_patch_1.png,Medio
pozo_1_img_98_patch_2.png,Medio
pozo_1_img_98_patch_3.png,Medio
pozo_1_img_98_patch_4.png,Medio
pozo_1_img_109_patch_1.png,Medio
pozo_1_img_109_patch_2.png,Medio
pozo_1_img_109_patch_3.png,Medio
pozo_1_img_109_patch_4.png,Medio
pozo_1_img_110_patch_1.png,Medio
pozo_1_img_110_patch_2.png,Medio
pozo_1_img_110_patch_3.png,Medio
pozo_1_img_110_patch_4.png,Medio
pozo_1_img_142_patch_1.png,Medio
pozo_1_img_142_patch_2.png,Medio
pozo_1_img_142_patch_3.png,Medio
pozo_1_img_142_patch_4.png,Medio
pozo_1_img_144_patch_1.png,Medio
pozo_1_img_144_patch_2.png,Medio
pozo_1_img_144_patch_3.png,Medio
pozo_1_img_144_patch_4.png,Medio
pozo_1_img_148_patch_1.png,Medio
pozo_1_img_148_patch_2.png,Medio
pozo_1_img_148_patch_3.png,Medio
pozo_1_img_148_patch_4.png,Medio
pozo_1_img_149_patch_1.png,Medio
pozo_1_img_149_patch_2.png,Medio
pozo_1_img_149_patch_3.png,Medio
pozo_1_img_149_patch_4.png,Medio
pozo_1_img_150_patch_1.png,Medio
pozo_1_img_150_patch_2.png,Medio
pozo_1_img_150_patch_3.png,Medio
pozo_1_img_150_patch_4.png,Medio
pozo_1_img_151_patch_1.png,Medio
pozo_1_img_151_patch_2.png,Medio
pozo_1_img_151_patch_3.png,Medio
pozo_1_img_151_patch_4.png,Medio
pozo_1_img_152_patch_1.png,Medio
pozo_1_img_152_patch_2.png,Medio
pozo_1_img_152_patch_3.png,Medio
pozo_1_img_152_patch_4.png,Medio
pozo_1_img_31_patch_1.png,Medio
pozo_1_img_31_patch_2.png,Medio
pozo_1_img_31_patch_3.png,Grueso
pozo_1_img_31_patch_4.png,Grueso
pozo_1_img_81_patch_1.png,Muy grueso
pozo_1_img_81_patch_2.png,Muy grueso
pozo_1_img_81_patch_3.png,Muy grueso
pozo_1_img_81_patch_4.png,Grueso
pozo_1_img_99_patch_1.png,Medio
pozo_1_img_99_patch_2.png,Medio
pozo_1_img_99_patch_3.png,Grueso
pozo_1_img_99_patch_4.png,Grueso
pozo_1_img_100_patch_1.png,Grueso
pozo_1_img_100_patch_2.png,Medio
pozo_1_img_100_patch_3.png,Grueso
pozo_1_img_100_patch_4.png,Grueso
pozo_1_img_108_patch_1.png,Grueso
pozo_1_img_108_patch_2.png,Medio
pozo_1_img_108_patch_3.png,Medio
pozo_1_img_108_patch_4.png,Medio
pozo_1_img_64_patch_1.png,Granulo o mayor
pozo_1_img_64_patch_2.png,Granulo o mayor
pozo_1_img_64_patch_3.png,Medio
pozo_1_img_64_patch_4.png,Medio
pozo_1_img_2_patch_1.png,Muy fino
pozo_1_img_2_patch_2.png,Muy fino
pozo_1_img_2_patch_3.png,Muy fino
pozo_1_img_2_patch_4.png,Muy fino
